1,0,489,220,220,310,40,0.833,1
2,0,204,311,310,220,40,0.700,1
3,0,314,222,490,490,40,0.883,1
4,0,499,490,220,220,40,1.068,1
5,0,218,225,220,310,40,0.799,1
6,0,231,308,400,400,40,0.700,1
7,0,403,413,490,220,40,0.934,1
8,0,491,208,490,310,40,0.733,1
9,0,484,306,490,220,40,0.866,1
10,0,480,226,400,400,40,0.867,1
11,0,406,414,400,310,40,0.600,1
12,0,396,326,220,490,40,0.750,1
13,0,209,490,220,400,40,0.700,1
14,0,218,407,310,490,40,0.683,1
15,0,312,471,220,220,40,0.784,1
16,0,223,221,400,310,40,0.883,1
17,0,407,314,220,220,40,0.668,1
18,0,224,218,310,310,40,0.732,1
19,0,310,303,490,400,40,0.967,1
20,0,493,400,490,400,40,0.983,1
21,0,493,404,310,310,40,0.901,1
22,0,296,306,310,310,40,0.717,1
23,0,318,313,220,310,40,0.833,1
24,0,220,318,400,490,40,0.101,0
25,0,220,318,400,490,40,1.733,1
26,0,391,486,310,310,40,0.849,1
27,0,321,313,310,400,40,0.917,1
28,0,314,408,400,310,40,0.867,1
29,0,407,312,220,220,40,0.717,1
30,0,220,223,400,220,40,0.717,1
31,0,406,220,220,490,40,0.900,1
32,0,204,495,220,490,40,1.016,1
33,0,224,490,490,400,40,0.751,1
34,0,491,406,220,490,40,0.799,1
35,0,203,496,490,220,40,0.967,1
36,0,489,214,220,490,40,0.966,1
37,0,219,481,400,490,40,0.850,1
38,0,402,481,400,220,40,0.984,1
39,0,395,206,400,310,40,0.667,1
40,0,394,292,310,400,40,0.717,1
41,0,305,410,220,310,40,1.000,1
42,0,222,315,220,490,40,0.766,1
43,0,220,501,490,490,40,0.817,1
44,0,500,490,220,490,40,1.001,1
45,0,218,487,400,400,40,0.699,1
46,0,390,402,490,490,40,0.884,1
47,0,491,499,220,220,40,0.866,1
48,0,215,227,310,310,40,0.867,1
49,0,309,317,220,220,40,0.800,1
50,0,207,220,400,310,40,0.634,1
51,0,396,310,490,400,40,0.816,1
52,0,497,408,490,490,40,0.667,1
53,0,477,504,310,310,40,0.700,0
54,0,289,309,220,220,40,0.733,1
55,0,222,230,400,310,40,0.834,1
56,0,405,311,400,400,40,0.633,1
57,0,399,412,310,490,40,0.734,1
58,0,302,498,310,220,40,0.884,1
59,0,294,217,220,400,40,0.832,1
60,0,223,392,490,490,40,0.800,1
61,0,483,503,220,310,40,0.717,1
62,0,220,318,400,220,40,0.850,1
63,0,389,234,310,220,40,0.617,1
64,0,308,223,310,220,40,0.784,1
65,0,295,220,220,400,40,0.866,1
66,0,223,394,490,310,40,0.767,1
67,0,503,323,220,400,40,0.783,1
68,0,217,402,490,400,40,0.933,1
69,0,507,389,310,400,40,1.001,1
70,0,304,393,220,400,40,0.650,1
71,0,229,408,310,400,40,0.866,1
72,0,308,411,400,490,40,0.683,1
73,0,412,504,220,310,40,0.867,1
74,0,223,315,400,490,40,0.700,1
75,0,412,498,400,310,40,0.617,1
76,0,407,311,310,400,40,0.633,1
77,0,310,400,220,490,40,0.817,0
78,0,203,511,310,490,40,0.783,1
79,0,305,492,310,310,40,0.801,1
80,0,307,324,310,400,40,0.716,1
81,0,307,413,490,400,40,0.784,1
82,0,476,408,310,220,40,0.700,1
83,0,303,226,220,400,40,0.934,1
84,0,220,393,400,310,40,0.700,1
85,0,415,315,490,490,40,0.867,1
86,0,482,484,310,310,40,0.699,1
87,0,303,311,220,490,40,0.884,1
88,0,212,492,490,490,40,0.733,0
89,0,518,494,400,220,40,0.867,1
90,0,405,207,400,310,40,0.567,1
91,0,393,311,310,310,40,0.633,1
92,0,299,303,400,220,40,0.684,1
93,0,410,214,220,310,40,0.650,1
94,0,218,310,400,400,40,0.650,1
95,0,393,403,400,310,40,0.850,1
96,0,405,319,490,400,40,0.633,0
